time,open,high,low,close,volume
2015-11-12 00:00:00+09:00,1115.9855916652598,1123.7980052408016,1115.6908582957647,1118.491455078125,24356000
2015-11-13 00:00:00+09:00,1105.5202547497925,1116.2806339025299,1104.3410511382197,1109.205322265625,32544000
2015-11-16 00:00:00+09:00,1087.8316763823834,1095.4966330170496,1080.608909752757,1092.401123046875,34702000
2015-11-17 00:00:00+09:00,1106.5521574193097,1119.5235778525462,1103.7514699538212,1112.1534423828125,47447000
2015-11-18 00:00:00+09:00,1119.2284450467082,1124.2401717677017,1116.5752150045437,1120.1129150390625,39198500
2015-11-19 00:00:00+09:00,1126.1565498892717,1131.02082065839,1117.3123885027067,1123.20849609375,48427000
2015-11-20 00:00:00+09:00,1109.3525457567039,1120.2603801823038,1109.3525457567039,1117.7545166015625,42975000
2015-11-24 00:00:00+09:00,1113.6273127377242,1128.8097716750042,1110.237068892306,1125.56689453125,39727500
2015-11-25 00:00:00+09:00,1121.7345250179894,1124.535212250093,1115.8384171335322,1120.260498046875,35401500
2015-11-26 00:00:00+09:00,1126.8934204070847,1134.705743980838,1125.7142170319344,1133.0843505859375,40831000
2015-11-27 00:00:00+09:00,1135.00057135909,1137.5064347698665,1127.188247757511,1130.5784912109375,37283000
2015-11-30 00:00:00+09:00,1132.3475430326935,1134.558583500747,1128.6624755859375,1128.6624755859375,35449000
2015-12-01 00:00:00+09:00,1133.6738829645935,1144.1395263671875,1132.3473129338076,1144.1395263671875,38978500
2015-12-02 00:00:00+09:00,1145.1715853776964,1158.8800181620813,1144.1397485084487,1152.6890869140625,41074000
2015-12-03 00:00:00+09:00,1150.625436594878,1157.2585580740201,1147.5300158915989,1153.720947265625,35087500
2015-12-04 00:00:00+09:00,1132.6422077085817,1140.4545316074964,1130.4311675503538,1133.8214111328125,47461500
2015-12-07 00:00:00+09:00,1142.5181863181958,1142.5181863181958,1135.59033203125,1135.59033203125,29835000
2015-12-08 00:00:00+09:00,1138.5385642278552,1140.1599580454551,1120.2605922618563,1120.407958984375,43423000
2015-12-09 00:00:00+09:00,1119.2287179536281,1141.6339470447072,1117.0176773847875,1128.2203369140625,56237000
2015-12-10 00:00:00+09:00,1120.2605922618563,1127.3359043247524,1117.0177146591825,1120.407958984375,42550000
2015-12-11 00:00:00+09:00,1111.4164025648583,1132.789794921875,1111.4164025648583,1132.789794921875,59712500
2015-12-14 00:00:00+09:00,1105.5200791600555,1108.0259426663092,1093.138218286481,1100.066162109375,62981000
2015-12-15 00:00:00+09:00,1099.4768810628689,1100.9509082046786,1079.5775146484375,1079.5775146484375,52511500
2015-12-16 00:00:00+09:00,1101.392920227153,1125.5669074627249,1098.7396897944936,1122.029296875,58023500
2015-12-17 00:00:00+09:00,1137.6539113814702,1146.3507058334867,1132.3474506779255,1135.44287109375,61149000
2015-12-18 00:00:00+09:00,1132.0526917197735,1157.1111497396123,1122.9137066837511,1128.809814453125,85554500
2015-12-21 00:00:00+09:00,1115.8385007723818,1124.8300299831621,1101.540420087352,1117.1651611328125,56962500
2015-12-22 00:00:00+09:00,1124.977121535974,1132.3472545518446,1119.0810151232774,1125.4193115234375,33902500
2015-12-24 00:00:00+09:00,1129.8414715430465,1131.4628649346669,1111.4161376953125,1111.4161376953125,29715500
2015-12-25 00:00:00+09:00,1111.4161376953125,1111.4161376953125,1111.4161376953125,1111.4161376953125,0
2015-12-28 00:00:00+09:00,1103.8990009012387,1109.0580960770963,1099.6242860542502,1103.1619873046875,22582000
2015-12-29 00:00:00+09:00,1099.7712486351593,1105.2251652388911,1092.6959387018476,1098.739501953125,48532000
2015-12-30 00:00:00+09:00,1105.0781252091497,1108.6157362377592,1100.0663971259441,1103.75146484375,28553000
2016-01-04 00:00:00+09:00,1090.7797584232383,1104.7830120786718,1079.7245581689488,1081.493408203125,45828500
2016-01-05 00:00:00+09:00,1071.3223987690349,1075.0074648696213,1061.2990369689262,1065.1314697265625,52028500
2016-01-06 00:00:00+09:00,1064.2471600728218,1069.995899556036,1034.9139959896556,1044.052978515625,51748500
2016-01-07 00:00:00+09:00,1035.0615979900274,1040.2206915958204,1016.3414403412306,1016.7836303710938,74227500
2016-01-08 00:00:00+09:00,1002.043463258205,1034.1772315125604,996.884369135844,1011.7720947265625,80041000
2016-01-12 00:00:00+09:00,1002.338382881893,1011.7721918842401,995.7052612304688,995.7052612304688,60631500
2016-01-13 00:00:00+09:00,1021.5006253184858,1032.5558268911968,1017.2259113900534,1024.890869140625,53957000
2016-01-14 00:00:00+09:00,1001.6011727513995,1003.6648461803996,987.5979186805558,1001.89599609375,64563000
2016-01-15 00:00:00+09:00,1013.3935376332881,1014.8675645971183,987.8928891525183,996.2948608398438,53469000
2016-01-18 00:00:00+09:00,972.857740741455,998.3583877704282,966.371986482861,993.7889404296875,50743000
2016-01-19 00:00:00+09:00,993.4941095335224,1004.5493110491032,984.9447716882987,1002.9279174804688,50080500
2016-01-20 00:00:00+09:00,995.4103573792033,996.1473708364614,967.5513026753276,969.0253295898438,62869000
2016-01-21 00:00:00+09:00,966.519378913785,984.7972570294103,942.1979370117188,942.1979370117188,76409000
2016-01-22 00:00:00+09:00,971.6787347342794,1007.792400632564,967.5514766251141,1005.5813598632812,69878500
2016-01-25 00:00:00+09:00,1013.6880549780722,1015.4569047941301,997.7685865684284,1005.875732421875,55365000
2016-01-26 00:00:00+09:00,987.598247815063,987.8930712556686,974.7741928723261,977.1326904296875,45112000
2016-01-27 00:00:00+09:00,1006.0232571805677,1018.5524845593733,1001.3063535856444,1014.2777709960938,52490500
2016-01-28 00:00:00+09:00,1010.445496349374,1025.4805895620705,1006.0234154025496,1014.57275390625,46384500
2016-01-29 00:00:00+09:00,1020.1738145684409,1074.270610939887,1014.5725312584907,1061.2991943359375,100973000
2016-02-01 00:00:00+09:00,1076.0394680136371,1084.1466146904522,1072.0595780151657,1081.7882080078125,74003500
2016-02-02 00:00:00+09:00,1064.6896007156208,1081.6409098879244,1063.657763902945,1076.6292724609375,36534500
2016-02-03 00:00:00+09:00,1044.790114337805,1050.3913978438338,1015.1622134457517,1017.0784301757812,70844000
2016-02-04 00:00:00+09:00,996.4423262529721,1008.5293665471688,988.3351771488428,995.2631225585938,53283500
2016-02-05 00:00:00+09:00,980.2277914946933,984.2076817243278,962.6868371335964,976.542724609375,54852000
2016-02-08 00:00:00+09:00,950.747387360108,973.299981810971,932.3220503957648,966.2246704101562,78880500
2016-02-09 00:00:00+09:00,921.2668335132782,925.9837376943591,906.2317407968487,907.1162109375,85945500
2016-02-10 00:00:00+09:00,909.4746505869366,923.1830835666335,887.3642457914681,903.1363525390625,92904000
2016-02-12 00:00:00+09:00,854.9354908637532,871.8867980101898,840.6374137989211,841.6692504882812,115517500
2016-02-15 00:00:00+09:00,888.6909045574901,930.9954070203605,886.1850406914309,922.1512451171875,89511500
2016-02-16 00:00:00+09:00,921.8564924713612,934.8279116653681,902.9888754973889,921.266845703125,71538500
2016-02-17 00:00:00+09:00,906.5264867073741,909.7693636777049,886.0374780939972,895.61865234375,79512500
2016-02-18 00:00:00+09:00,922.5935185088092,927.6051562371872,907.4109687109426,910.9486694335938,57933000
2016-02-19 00:00:00+09:00,891.786361802229,897.0928231747249,878.6674851209599,884.2688598632812,70100000
2016-02-22 00:00:00+09:00,870.5602436601793,890.9018866790702,862.30572907821,881.4680786132812,57136000
2016-02-23 00:00:00+09:00,893.9973547869422,894.7343682698662,877.6356914530135,883.5317993164062,54477500
